Final Report

                                                         Transaction
              Effective Date                 Shares/Par  Description Code           Memo Number    Account Number
              ---------------  ------------------------  -------------------------  -------------  -------------------------
UNITS - PARTICIPATING UNITS       
    Beginning                           30,081,719.6100                                            NY                       
              07/01/2011                  -299,692.8500  CO-5440 DIST QUART EARNIN   3281555       NY                       
              07/01/2011                 1,054,531.0600  CO-1110 STATE DEPOSITS      3281556       NY                       
              07/01/2011                -1,054,531.0600  DI-2110 STATE UI WITHDRAW   3281578       NY                       
              07/05/2011                 1,112,796.8100  CO-1110 STATE DEPOSITS      3281579       NY                       
              07/05/2011                -1,112,796.8100  DI-2110 STATE UI WITHDRAW   3281626       NY                       
              07/06/2011                 2,197,459.5000  CO-1110 STATE DEPOSITS      3281679       NY                       
              07/06/2011                -2,197,459.5000  DI-2110 STATE UI WITHDRAW   3281696       NY                       
              07/07/2011                 1,478,615.6800  CO-1110 STATE DEPOSITS      3281697       NY                       
              07/07/2011                -1,478,615.6800  DI-2110 STATE UI WITHDRAW   3281715       NY                       
              07/08/2011                 1,337,167.5500  CO-1110 STATE DEPOSITS      3281716       NY                       
              07/08/2011                   237,919.6600  CO-3450 BT TO STATE UI AC   3281737       NY                       
              07/08/2011                -1,337,167.5500  DI-2110 STATE UI WITHDRAW   3281738       NY                       
              07/08/2011                   -27,551.8500  DI-3460 CWC OUT             3281739       NY                       
              07/08/2011                  -119,193.0300  DI-3460 CWC OUT             3281740       NY                       
              07/08/2011                   -91,174.7800  DI-3460 CWC OUT             3281741       NY                       
              07/11/2011                 1,827,558.7900  CO-1110 STATE DEPOSITS      3281742       NY                       
              07/11/2011                -1,827,558.7900  DI-2110 STATE UI WITHDRAW   3281763       NY                       
              07/12/2011                 3,226,058.0300  CO-1110 STATE DEPOSITS      3281764       NY                       
              07/12/2011                 5,275,974.8700  CO-3450 BT TO STATE UI AC   3281781       NY                       
              07/12/2011                -3,226,058.0300  DI-2110 STATE UI WITHDRAW   3281782       NY                       
              07/12/2011                -5,066,755.2900  DI-3460 CWC OUT             3281783       NY                       
              07/12/2011                    -4,273.1000  DI-3460 CWC OUT             3281784       NY                       
              07/12/2011                   -85,141.5400  DI-3460 CWC OUT             3281785       NY                       
              07/12/2011                   -19,284.1400  DI-3460 CWC OUT             3281786       NY                       
              07/12/2011                   -12,484.0600  DI-3460 CWC OUT             3281787       NY                       
              07/12/2011                    -1,100.0100  DI-3460 CWC OUT             3281788       NY                       
              07/12/2011                   -53,947.4500  DI-3460 CWC OUT             3281789       NY                       
              07/12/2011                   -17,866.2100  DI-3460 CWC OUT             3281790       NY                       
              07/12/2011                   -15,123.0700  DI-3460 CWC OUT             3281791       NY                       
              07/13/2011                 1,889,470.7300  CO-1110 STATE DEPOSITS      3281792       NY                       
              07/13/2011                -1,889,470.7300  DI-2110 STATE UI WITHDRAW   3281809       NY                       
              07/14/2011                 2,292,460.6000  CO-1110 STATE DEPOSITS      3281810       NY                       
              07/14/2011                -2,292,460.6000  DI-2110 STATE UI WITHDRAW   3281827       NY                       
              07/15/2011                 3,389,456.0800  CO-1110 STATE DEPOSITS      3281828       NY                       
              07/15/2011                   811,296.0800  CO-3450 BT TO STATE UI AC   3281849       NY                       
              07/15/2011                -3,389,456.0800  DI-2110 STATE UI WITHDRAW   3281850       NY                       
              07/15/2011                   -31,645.3800  DI-3460 CWC OUT             3281851       NY                       
              07/15/2011                  -779,650.7000  DI-3460 CWC OUT             3281852       NY                       
              07/18/2011                 3,823,243.6400  CO-1110 STATE DEPOSITS      3281853       NY                       
              07/18/2011                -3,761,070.0000  DI-2110 STATE UI WITHDRAW   3281874       NY                       
              07/18/2011                   -62,173.6400  DI-3310 LOAN REPAYMNT FRO   3281875       NY                       
