Final Report

                                                         Transaction
              Effective Date                 Shares/Par  Description Code           Memo Number    Account Number
              ---------------  ------------------------  -------------------------  -------------  -------------------------
UNITS - PARTICIPATING UNITS       
    Beginning                          546,361,227.1670                                            NY                       
              09/01/2015                   957,328.0000  11-10 STATE DEPOSITS        3306814       NY                       
              09/01/2015               -11,822,000.0000  21-10 STATE UI WITHDRAWAL   3306832       NY                       
              09/02/2015                 1,090,219.2400  11-10 STATE DEPOSITS        3306834       NY                       
              09/02/2015               -16,777,000.0000  21-10 STATE UI WITHDRAWAL   3306851       NY                       
              09/03/2015                   244,415.7800  11-10 STATE DEPOSITS        3306853       NY                       
              09/03/2015                -9,007,000.0000  21-10 STATE UI WITHDRAWAL   3306870       NY                       
              09/03/2015                   -42,930.5800  34-60 CWC OUT               3306871       NY                       
              09/04/2015                   363,573.8100  11-10 STATE DEPOSITS        3306873       NY                       
              09/04/2015                -3,455,640.0000  21-10 STATE UI WITHDRAWAL   3306896       NY                       
              09/08/2015                 2,217,563.8200  11-10 STATE DEPOSITS        3306898       NY                       
              09/08/2015                -2,349,360.0000  21-10 STATE UI WITHDRAWAL   3306921       NY                       
              09/09/2015                   827,833.8900  11-10 STATE DEPOSITS        3306923       NY                       
              09/09/2015               -13,823,000.0000  21-10 STATE UI WITHDRAWAL   3306940       NY                       
              09/10/2015                   496,494.7400  11-10 STATE DEPOSITS        3306942       NY                       
              09/10/2015                   155,527.7800  11-10 STATE DEPOSITS        3306959       NY                       
              09/10/2015               -18,673,000.0000  21-10 STATE UI WITHDRAWAL   3306960       NY                       
              09/10/2015                    11,137.4700  34-61 CWC IN                3306961       NY                       
              09/11/2015                   569,306.7200  11-10 STATE DEPOSITS        3306963       NY                       
              09/11/2015                -4,910,000.0000  21-10 STATE UI WITHDRAWAL   3306984       NY                       
              09/14/2015                    25,056.1100  11-10 STATE DEPOSITS        3306986       NY                       
              09/14/2015                 1,542,735.0900  11-10 STATE DEPOSITS        3306987       NY                       
              09/14/2015                -2,671,000.0000  21-10 STATE UI WITHDRAWAL   3307008       NY                       
              09/15/2015                    64,232.4900  11-10 STATE DEPOSITS        3307010       NY                       
              09/15/2015                 1,086,701.5300  11-10 STATE DEPOSITS        3307011       NY                       
              09/15/2015                -9,435,550.0000  21-10 STATE UI WITHDRAWAL   3307028       NY                       
              09/15/2015                    46,669.7600  34-61 CWC IN                3307029       NY                       
              09/16/2015                   416,058.2800  11-10 STATE DEPOSITS        3307031       NY                       
              09/16/2015               -14,451,450.0000  21-10 STATE UI WITHDRAWAL   3307048       NY                       
              09/17/2015                     5,342.2200  11-10 STATE DEPOSITS        3307050       NY                       
              09/17/2015                   116,007.8700  11-10 STATE DEPOSITS        3307051       NY                       
              09/17/2015                -7,845,000.0000  21-10 STATE UI WITHDRAWAL   3307068       NY                       
              09/18/2015                    90,474.3900  11-10 STATE DEPOSITS        3307070       NY                       
              09/18/2015                   330,762.7600  11-10 STATE DEPOSITS        3307071       NY                       
              09/18/2015                -3,310,000.0000  21-10 STATE UI WITHDRAWAL   3307092       NY                       
              09/18/2015                   315,237.4400  31-20 REFUND OF REDUCED T   3307093       NY                       
              09/21/2015                    35,932.6900  11-10 STATE DEPOSITS        3307095       NY                       
              09/21/2015                   312,493.6600  11-10 STATE DEPOSITS        3307096       NY                       
              09/21/2015                -2,447,000.0000  21-10 STATE UI WITHDRAWAL   3307117       NY                       
              09/22/2015                    54,183.0400  11-10 STATE DEPOSITS        3307119       NY                       
              09/22/2015                   150,115.5100  11-10 STATE DEPOSITS        3307120       NY                       
              09/22/2015                -8,667,000.0000  21-10 STATE UI WITHDRAWAL   3307137       NY                       
              09/23/2015                    73,957.3600  11-10 STATE DEPOSITS        3307139       NY                       
